id,Country,Year,Species,Classification,Cluster,sul2,aph(3'')-Ib,aph(6)-Id,tet(B),catA2,aph(6)-Id*,aph(3'')-Ib*,blaBRO-1,blaBRO-2,blaBRO-1*,blaBRO-1^,blaBRO-2*,AG261,AB778,AC411,AE018
47195_1#313_fa,United Kingdom,2011,Moraxella catarrhalis,Serosensitive,Serosensitive_46,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#53_fa,United Kingdom,2011,Moraxella catarrhalis,Serosensitive,Serosensitive_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#269_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#153_fa,United Kingdom,2019,Moraxella catarrhalis,Serosensitive,Serosensitive_9,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#328_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#179_fa,United Kingdom,2011,Moraxella catarrhalis,Serosensitive,Serosensitive_84,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46872_1#67_fa,United Kingdom,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_50,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#329_fa,United Kingdom,2011,Moraxella catarrhalis,Seroresistant,Seroresistant_77,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#299_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_187,Absent,Absent,Absent,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent
46358_2#201_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_89,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#214_fa,Cambodia,2019,Moraxella catarrhalis,Serosensitive,Serosensitive_50,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#271_fa,Cambodia,2019,Moraxella catarrhalis,Serosensitive,Serosensitive_102,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#282_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_12,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#165_fa,United Kingdom,2009,Moraxella catarrhalis,Seroresistant,Seroresistant_14,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#219_fa,Thailand,2010,Moraxella catarrhalis,Seroresistant,Seroresistant_198,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#303_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_101,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#10_fa,United Kingdom,2010,Moraxella catarrhalis,Seroresistant,Seroresistant_59,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#125_fa,Thailand,2009,Moraxella catarrhalis,Seroresistant,Seroresistant_316,Absent,Absent,Absent,Present,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
46321_1#153_fa,Thailand,2009,Moraxella catarrhalis,Seroresistant,Seroresistant_28,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#80_fa,United Kingdom,2010,Moraxella catarrhalis,Serosensitive,Serosensitive_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#336_fa,United Kingdom,2010,Moraxella catarrhalis,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#151_fa,United Kingdom,2010,Moraxella catarrhalis,Seroresistant,Seroresistant_10,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent
46736_1#249_fa,United Kingdom,2019,Moraxella catarrhalis,Serosensitive,Serosensitive_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#245_fa,United Kingdom,2011,Moraxella catarrhalis,Seroresistant,Seroresistant_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#133_fa,United Kingdom,2009,Moraxella catarrhalis,Seroresistant,Seroresistant_31,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#77_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_36,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#121_fa,Thailand,2009,Moraxella catarrhalis,Seroresistant,Seroresistant_118,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#285_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_143,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#21_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_40,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#36_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_14,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#52_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#289_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_14,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#150_fa,United Kingdom,2020,Moraxella catarrhalis,Seroresistant,Seroresistant_5,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#248_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_27,Present,Present,Present,Present,Present,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46872_1#135_fa,United Kingdom,2020,Moraxella catarrhalis,Seroresistant,Seroresistant_50,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#254_fa,Thailand,2009,Moraxella catarrhalis,Seroresistant,Seroresistant_136,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#305_fa,United Kingdom,2020,Moraxella catarrhalis,Seroresistant,Seroresistant_12,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#182_fa,United Kingdom,2020,Moraxella catarrhalis,Seroresistant,Seroresistant_59,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46872_1#141_fa,United Kingdom,2020,Moraxella catarrhalis,Seroresistant,Seroresistant_99,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#64_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_10,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent
46736_1#216_fa,United Kingdom,2020,Moraxella catarrhalis,Seroresistant,Seroresistant_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#183_fa,Thailand,2008,Moraxella catarrhalis,Seroresistant,Seroresistant_144,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#72_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_184,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#343_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_115,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#213_fa,United Kingdom,2011,Moraxella catarrhalis,Seroresistant,Seroresistant_22,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#10_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#27_fa,Thailand,2008,Moraxella catarrhalis,Seroresistant,Seroresistant_197,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#6_fa,Cambodia,2019,Moraxella catarrhalis,Serosensitive,Serosensitive_29,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#71_fa,United Kingdom,2009,Moraxella catarrhalis,Seroresistant,Seroresistant_8,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#326_fa,Cambodia,2019,Moraxella catarrhalis,Atypical 1,Atypical_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#225_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_41,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#230_fa,United Kingdom,2011,Moraxella catarrhalis,Seroresistant,Seroresistant_76,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#305_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_184,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#24_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_36,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#314_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#249_fa,Thailand,2009,Moraxella catarrhalis,Seroresistant,Seroresistant_135,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#313_fa,United Kingdom,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_259,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#328_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#307_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#366_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_14,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#2_fa,United Kingdom,2010,Moraxella catarrhalis,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#324_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_14,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#329_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_12,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#330_fa,Thailand,2008,Moraxella catarrhalis,Seroresistant,Seroresistant_300,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#139_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_139,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#93_fa,United Kingdom,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_254,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#82_fa,United Kingdom,2020,Moraxella catarrhalis,Seroresistant,Seroresistant_51,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#219_fa,United Kingdom,2011,Moraxella catarrhalis,Serosensitive,Serosensitive_9,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#44_fa,United Kingdom,2010,Moraxella catarrhalis,Seroresistant,Seroresistant_18,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#278_fa,United Kingdom,2010,Moraxella catarrhalis,Seroresistant,Seroresistant_20,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
46736_1#284_fa,United Kingdom,2020,Moraxella catarrhalis,Serosensitive,Serosensitive_12,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#187_fa,Thailand,2009,Moraxella catarrhalis,Serosensitive,Serosensitive_31,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#93_fa,United Kingdom,2009,Moraxella catarrhalis,Serosensitive,Serosensitive_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#173_fa,United Kingdom,2009,Moraxella catarrhalis,Seroresistant,Seroresistant_34,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
46736_1#289_fa,United Kingdom,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_76,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#227_fa,United Kingdom,2010,Moraxella catarrhalis,Seroresistant,Seroresistant_132,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#118_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#354_fa,United Kingdom,2020,Moraxella catarrhalis,Serosensitive,Serosensitive_14,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#222_fa,United Kingdom,2020,Moraxella catarrhalis,Seroresistant,Seroresistant_177,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#231_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_31,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#221_fa,United Kingdom,2019,Moraxella catarrhalis,Serosensitive,Serosensitive_5,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#377_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_12,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#249_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_41,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#8_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#340_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#252_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_5,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#376_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_4,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#319_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#282_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_11,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46472_2#177_fa,Thailand,2008,Moraxella catarrhalis,Seroresistant,Seroresistant_273,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#261_fa,United Kingdom,2011,Moraxella catarrhalis,Seroresistant,Seroresistant_8,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#34_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#11_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_142,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#337_fa,United Kingdom,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_108,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#324_fa,United Kingdom,2010,Moraxella catarrhalis,Serosensitive,Serosensitive_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#56_fa,United Kingdom,2020,Moraxella catarrhalis,Seroresistant,Seroresistant_10,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#101_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_191,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#27_fa,United Kingdom,2011,Moraxella catarrhalis,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46358_2#338_fa,Thailand,2009,Moraxella catarrhalis,Serosensitive,Serosensitive_31,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#283_fa,United Kingdom,2011,Moraxella catarrhalis,Serosensitive,Serosensitive_12,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#194_fa,United Kingdom,2010,Moraxella catarrhalis,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
47195_1#301_fa,United Kingdom,2011,Moraxella catarrhalis,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46872_1#65_fa,United Kingdom,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_116,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#192_fa,United Kingdom,2020,Moraxella catarrhalis,Seroresistant,Seroresistant_39,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#358_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_8,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_1#20_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_5,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#83_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_12,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46321_2#229_fa,Cambodia,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_36,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
46736_1#239_fa,United Kingdom,2019,Moraxella catarrhalis,Seroresistant,Seroresistant_11,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
