run_accession	aligned	altitude	assembly_quality	assembly_software	bam_aspera	bam_bytes	bam_ftp	bam_galaxy	bam_md5	base_count	binning_software	bio_material	bisulfite_protocol	broad_scale_environmental_context	broker_name	cage_protocol	cell_line	cell_type	center_name	checklist	chip_ab_provider	chip_protocol	chip_target	collected_by	collection_date	collection_date_end	collection_date_start	completeness_score	contamination_score	control_experiment	country	cultivar	culture_collection	datahub	depth	description	dev_stage	disease	dnase_protocol	ecotype	elevation	environment_biome	environment_feature	environment_material	environmental_medium	environmental_sample	experiment_accession	experiment_alias	experiment_target	experiment_title	experimental_factor	experimental_protocol	extraction_protocol	faang_library_selection	fastq_aspera	fastq_bytes	fastq_ftp	fastq_galaxy	fastq_md5	file_location	first_created	first_public	germline	hi_c_protocol	host	host_body_site	host_genotype	host_gravidity	host_growth_conditions	host_phenotype	host_scientific_name	host_sex	host_status	host_tax_id	identified_by	instrument_model	instrument_platform	investigation_type	isolate	isolation_source	last_updated	lat	library_construction_protocol	library_gen_protocol	library_layout	library_max_fragment_size	library_min_fragment_size	library_name	library_pcr_isolation_protocol	library_prep_date	library_prep_date_format	library_prep_latitude	library_prep_location	library_prep_longitude	library_selection	library_source	library_strategy	local_environmental_context	location	location_end	location_start	lon	marine_region	mating_type	ncbi_reporting_standard	nominal_length	nominal_sdev	pcr_isolation_protocol	ph	project_name	protocol_label	read_count	read_strand	restriction_enzyme	restriction_enzyme_target_sequence	restriction_site	rna_integrity_num	rna_prep_3_protocol	rna_prep_5_protocol	rna_purity_230_ratio	rna_purity_280_ratio	rt_prep_protocol	age	run_alias	run_date	salinity	sample_accession	sample_alias	sample_capture_status	sample_collection	sample_description	sample_material	sample_prep_interval	sample_prep_interval_units	sample_storage	sample_storage_processing	sample_title	sampling_campaign	sampling_platform	sampling_site	scientific_name	secondary_project	secondary_sample_accession	secondary_study_accession	sequencing_date	sequencing_date_format	sequencing_location	sequencing_longitude	sequencing_method	sequencing_primer_catalog	sequencing_primer_lot	sequencing_primer_provider	serotype	serovar	sex	specimen_voucher	sra_aspera	sra_bytes	sra_ftp	sra_galaxy	sra_md5	status	strain	study_accession	study_alias	study_title	sub_species	sub_strain	submission_accession	submission_tool	submitted_aspera	submitted_bytes	submitted_format	submitted_ftp	submitted_galaxy	submitted_host_sex	submitted_md5	submitted_read_type	surveillance_target	tag	target_gene	tax_id	tax_lineage	taxonomic_classification	taxonomic_identity_marker	temperature	tissue_lib	tissue_type	transposase_protocol	variety
ERR3425184										383852268									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3448621	SC_EXP_26220_4#27		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR342/004/ERR3425184/ERR3425184_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR342/004/ERR3425184/ERR3425184_2.fastq.gz	103700779;113326460	ftp.sra.ebi.ac.uk/vol1/fastq/ERR342/004/ERR3425184/ERR3425184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR342/004/ERR3425184/ERR3425184_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR342/004/ERR3425184/ERR3425184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR342/004/ERR3425184/ERR3425184_2.fastq.gz	b578b8a4c1ef3ccfe8c097bf42b00b37;27a98675f728ee376b8df1dc3d0c50d2		2019-07-09	2019-07-09														HiSeq X Ten	ILLUMINA				2019-07-09		Standard		PAIRED			DN523749D:C4							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		2542068												SC_RUN_26220_4#27			SAMEA4620524	6a4953f6-207f-11e8-9200-3c4a9275d6c8			DrakHMS7373803						DrakHMS7373803				Moraxella catarrhalis		ERS2441203	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2034487		fasp.sra.ebi.ac.uk:/vol1/run/ERR342/ERR3425184/26220_4#27.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR342/ERR3425184/26220_4#27.cram.crai	151133817;2430	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR342/ERR3425184/26220_4#27.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR342/ERR3425184/26220_4#27.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR342/ERR3425184/26220_4#27.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR342/ERR3425184/26220_4#27.cram.crai		d02491929b27e5eb936c93cb889f5137;a478c904ba1c58487db0a72b84c224ee			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3904297										384017462									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3914350	SC_EXP_26251_8#222		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR390/007/ERR3904297/ERR3904297_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR390/007/ERR3904297/ERR3904297_2.fastq.gz	106482422;111414476	ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/007/ERR3904297/ERR3904297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/007/ERR3904297/ERR3904297_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/007/ERR3904297/ERR3904297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/007/ERR3904297/ERR3904297_2.fastq.gz	e7e13db592a8673229c39383da4baa2a;e6256aa907cb5d58af5a342b82d64e62		2020-02-12	2020-02-12														HiSeq X Ten	ILLUMINA				2020-02-12		Standard		PAIRED			DN523792G:G4							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		2543162												SC_RUN_26251_8#222			SAMEA4622266	f278bfc8-207f-11e8-9200-3c4a9275d6c8			DrakHMS7375535						DrakHMS7375535				Moraxella catarrhalis		ERS2442943	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2380443		fasp.sra.ebi.ac.uk:/vol1/run/ERR390/ERR3904297/26251_8#222.cram	152492660	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR390/ERR3904297/26251_8#222.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR390/ERR3904297/26251_8#222.cram		f501c404bc343351c339f466ad5273db			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3425186										387634214									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3448623	SC_EXP_26220_4#29		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR342/006/ERR3425186/ERR3425186_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR342/006/ERR3425186/ERR3425186_2.fastq.gz	104468823;114186831	ftp.sra.ebi.ac.uk/vol1/fastq/ERR342/006/ERR3425186/ERR3425186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR342/006/ERR3425186/ERR3425186_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR342/006/ERR3425186/ERR3425186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR342/006/ERR3425186/ERR3425186_2.fastq.gz	7601218d79643de6a2f8843b5d1dfeb4;7d4988a4f6d57a34c9b1bfee1c172c3a		2019-07-09	2019-07-09														HiSeq X Ten	ILLUMINA				2019-07-09		Standard		PAIRED			DN523749D:E4							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		2567114												SC_RUN_26220_4#29			SAMEA4620526	6a5ede10-207f-11e8-9200-3c4a9275d6c8			DrakHMS7373805						DrakHMS7373805				Moraxella catarrhalis		ERS2441205	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2034487		fasp.sra.ebi.ac.uk:/vol1/run/ERR342/ERR3425186/26220_4#29.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR342/ERR3425186/26220_4#29.cram.crai	152500144;2429	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR342/ERR3425186/26220_4#29.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR342/ERR3425186/26220_4#29.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR342/ERR3425186/26220_4#29.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR342/ERR3425186/26220_4#29.cram.crai		4d9d9fb367e92b17c70eb405017f3549;b66da69e2b10530f96c4a8e70705cdd8			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3904316										307777562									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3914369	SC_EXP_26251_8#241		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR390/006/ERR3904316/ERR3904316_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR390/006/ERR3904316/ERR3904316_2.fastq.gz	86193686;92196054	ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/006/ERR3904316/ERR3904316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/006/ERR3904316/ERR3904316_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/006/ERR3904316/ERR3904316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/006/ERR3904316/ERR3904316_2.fastq.gz	2ae1afddde087ea7539d780b89538db4;10b92a1c39c5f2d3ed6ec1a46d4b8cf7		2020-02-12	2020-02-12														HiSeq X Ten	ILLUMINA				2020-02-12		Standard		PAIRED			DN523792G:B7							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		2038262												SC_RUN_26251_8#241			SAMEA4622277	f309919c-207f-11e8-9200-3c4a9275d6c8			DrakHMS7375554						DrakHMS7375554				Moraxella catarrhalis		ERS2442954	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2380443		fasp.sra.ebi.ac.uk:/vol1/run/ERR390/ERR3904316/26251_8#241.cram	124473366	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR390/ERR3904316/26251_8#241.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR390/ERR3904316/26251_8#241.cram		f17265cd12a6962682a5d9ffe1184696			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3425193										371489596									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3448630	SC_EXP_26220_4#36		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR342/003/ERR3425193/ERR3425193_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR342/003/ERR3425193/ERR3425193_2.fastq.gz	100618197;109145815	ftp.sra.ebi.ac.uk/vol1/fastq/ERR342/003/ERR3425193/ERR3425193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR342/003/ERR3425193/ERR3425193_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR342/003/ERR3425193/ERR3425193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR342/003/ERR3425193/ERR3425193_2.fastq.gz	72898e9b755a3e5788a4cb6d4119d411;0948a9f379bfdab3fdf4b932418ae82e		2019-07-09	2019-07-09														HiSeq X Ten	ILLUMINA				2019-07-09		Standard		PAIRED			DN523749D:D5							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		2460196												SC_RUN_26220_4#36			SAMEA4620533	6aac5ce4-207f-11e8-9200-3c4a9275d6c8			DrakHMS7373812						DrakHMS7373812				Moraxella catarrhalis		ERS2441212	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2034487		fasp.sra.ebi.ac.uk:/vol1/run/ERR342/ERR3425193/26220_4#36.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR342/ERR3425193/26220_4#36.cram.crai	145769440;2356	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR342/ERR3425193/26220_4#36.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR342/ERR3425193/26220_4#36.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR342/ERR3425193/26220_4#36.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR342/ERR3425193/26220_4#36.cram.crai		bb49638461a7af2834a9b50169eedbdb;b64ed4afc6e3e82a3ae8d74bb6c5752c			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3904332										316414158									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3914385	SC_EXP_26251_8#257		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR390/002/ERR3904332/ERR3904332_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR390/002/ERR3904332/ERR3904332_2.fastq.gz	88514330;94390564	ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/002/ERR3904332/ERR3904332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/002/ERR3904332/ERR3904332_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/002/ERR3904332/ERR3904332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/002/ERR3904332/ERR3904332_2.fastq.gz	7e956e3f7802a8a199ef1295282f3d75;70a1127e4d210deb4a30e722d1d4390e		2020-02-12	2020-02-12														HiSeq X Ten	ILLUMINA				2020-02-12		Standard		PAIRED			DN523792G:B9							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		2095458												SC_RUN_26251_8#257			SAMEA4622293	f39f19d8-207f-11e8-9200-3c4a9275d6c8			DrakHMS7375570						DrakHMS7375570				Moraxella catarrhalis		ERS2442970	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2380443		fasp.sra.ebi.ac.uk:/vol1/run/ERR390/ERR3904332/26251_8#257.cram	127659952	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR390/ERR3904332/26251_8#257.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR390/ERR3904332/26251_8#257.cram		8aa960230fd19c99555d91e432ed6206			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3425195										389581510									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3448632	SC_EXP_26220_4#38		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR342/005/ERR3425195/ERR3425195_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR342/005/ERR3425195/ERR3425195_2.fastq.gz	105656040;114195948	ftp.sra.ebi.ac.uk/vol1/fastq/ERR342/005/ERR3425195/ERR3425195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR342/005/ERR3425195/ERR3425195_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR342/005/ERR3425195/ERR3425195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR342/005/ERR3425195/ERR3425195_2.fastq.gz	21f1148580468ac39c3ecfc936245ec2;ae527e0979f7b73ff7057c9ce78825f0		2019-07-09	2019-07-09														HiSeq X Ten	ILLUMINA				2019-07-09		Standard		PAIRED			DN523749D:F5							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		2580010												SC_RUN_26220_4#38			SAMEA4620535	6ac3870c-207f-11e8-9200-3c4a9275d6c8			DrakHMS7373814						DrakHMS7373814				Moraxella catarrhalis		ERS2441214	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2034487		fasp.sra.ebi.ac.uk:/vol1/run/ERR342/ERR3425195/26220_4#38.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR342/ERR3425195/26220_4#38.cram.crai	152858023;2470	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR342/ERR3425195/26220_4#38.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR342/ERR3425195/26220_4#38.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR342/ERR3425195/26220_4#38.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR342/ERR3425195/26220_4#38.cram.crai		cefec38c864f2bf09521e25ae0e39b76;73359f26f39a28c848bee6a8e4561c3c			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3904418										315294644									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3914471	SC_EXP_26251_8#343		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR390/008/ERR3904418/ERR3904418_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR390/008/ERR3904418/ERR3904418_2.fastq.gz	88125886;94481017	ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/008/ERR3904418/ERR3904418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/008/ERR3904418/ERR3904418_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/008/ERR3904418/ERR3904418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/008/ERR3904418/ERR3904418_2.fastq.gz	f70ae87da825a54be0c90a3048fd1df0;9da947de03eb2bca828332692d531a9b		2020-02-12	2020-02-12														HiSeq X Ten	ILLUMINA				2020-02-12		Standard		PAIRED			DN523793H:H7							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		2088044												SC_RUN_26251_8#343			SAMEA4622379	facdf9c2-207f-11e8-9200-3c4a9275d6c8			DrakHMS7375656						DrakHMS7375656				Moraxella catarrhalis		ERS2443056	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2380443		fasp.sra.ebi.ac.uk:/vol1/run/ERR390/ERR3904418/26251_8#343.cram	127809937	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR390/ERR3904418/26251_8#343.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR390/ERR3904418/26251_8#343.cram		9bee12d905a154bd702d0972b5b6bdcd			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3425209										368565934									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3448646	SC_EXP_26220_4#52		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR342/009/ERR3425209/ERR3425209_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR342/009/ERR3425209/ERR3425209_2.fastq.gz	100016478;107681274	ftp.sra.ebi.ac.uk/vol1/fastq/ERR342/009/ERR3425209/ERR3425209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR342/009/ERR3425209/ERR3425209_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR342/009/ERR3425209/ERR3425209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR342/009/ERR3425209/ERR3425209_2.fastq.gz	479376ef963e62a62d936678bc84dacf;bbd38a8ad37cb6bdfabbf8dfe8b30dae		2019-07-09	2019-07-09														HiSeq X Ten	ILLUMINA				2019-07-09		Standard		PAIRED			DN523749D:D7							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		2440834												SC_RUN_26220_4#52			SAMEA4620549	6b6e16ea-207f-11e8-9200-3c4a9275d6c8			DrakHMS7373828						DrakHMS7373828				Moraxella catarrhalis		ERS2441228	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2034487		fasp.sra.ebi.ac.uk:/vol1/run/ERR342/ERR3425209/26220_4#52.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR342/ERR3425209/26220_4#52.cram.crai	144117464;2319	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR342/ERR3425209/26220_4#52.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR342/ERR3425209/26220_4#52.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR342/ERR3425209/26220_4#52.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR342/ERR3425209/26220_4#52.cram.crai		fd9a9ab927e887e9a1e34d749a49e4ae;08517f066ce3bc4c1b264740e18e2822			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3425211										341849504									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3448648	SC_EXP_26220_4#54		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR342/001/ERR3425211/ERR3425211_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR342/001/ERR3425211/ERR3425211_2.fastq.gz	92694279;100500239	ftp.sra.ebi.ac.uk/vol1/fastq/ERR342/001/ERR3425211/ERR3425211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR342/001/ERR3425211/ERR3425211_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR342/001/ERR3425211/ERR3425211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR342/001/ERR3425211/ERR3425211_2.fastq.gz	2ff4d88a6bd5f79450d1dd965128e611;1bbe41219d59bcab57d13e630a42c68b		2019-07-09	2019-07-09														HiSeq X Ten	ILLUMINA				2019-07-09		Standard		PAIRED			DN523749D:F7							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		2263904												SC_RUN_26220_4#54			SAMEA4620551	6b87abf0-207f-11e8-9200-3c4a9275d6c8			DrakHMS7373830						DrakHMS7373830				Moraxella catarrhalis		ERS2441230	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2034487		fasp.sra.ebi.ac.uk:/vol1/run/ERR342/ERR3425211/26220_4#54.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR342/ERR3425211/26220_4#54.cram.crai	134473304;2117	CRAM;CRAI	ftp.sra.ebi.ac.uk/vol1/run/ERR342/ERR3425211/26220_4#54.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR342/ERR3425211/26220_4#54.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR342/ERR3425211/26220_4#54.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR342/ERR3425211/26220_4#54.cram.crai		c73962fb856717bcb82071ceee08739f;0b072c3601834c9205bbf359789b8ff1			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
ERR3904451										285291548									Wellcome Sanger Institute;SC	ERC000011														dcc_compare		HiSeq X Ten paired end sequencing											ERX3914504	SC_EXP_26251_8#376		HiSeq X Ten paired end sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR390/001/ERR3904451/ERR3904451_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR390/001/ERR3904451/ERR3904451_2.fastq.gz	80445951;86983216	ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/001/ERR3904451/ERR3904451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/001/ERR3904451/ERR3904451_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/001/ERR3904451/ERR3904451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR390/001/ERR3904451/ERR3904451_2.fastq.gz	3110bceb4cdb71d9d759a3243d5d5e5e;4e18662ad2c976abd4e6aa49d8b15413		2020-02-12	2020-02-12														HiSeq X Ten	ILLUMINA				2020-02-12		Standard		PAIRED			DN523793H:A12							RANDOM	GENOMIC	WGS									450				Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus		1889348												SC_RUN_26251_8#376			SAMEA4622412	fc994478-207f-11e8-9200-3c4a9275d6c8			DrakHMS7375689						DrakHMS7375689				Moraxella catarrhalis		ERS2443089	ERP107281																		public		PRJEB25371	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus-sc-5248	Genomic_analysis_of_Haemophilus_influenzae__Moraxella_catarrhalis_and_Staphylococcus_aureus			ERA2380443		fasp.sra.ebi.ac.uk:/vol1/run/ERR390/ERR3904451/26251_8#376.cram	116726138	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR390/ERR3904451/26251_8#376.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR390/ERR3904451/26251_8#376.cram		b9dbf045ceb883533a2121ca5f2b6de6			pathogen;pathogen:bacterium		480	1;131567;2;3379134;1224;1236;2887326;468;475;480							
