Isolate,Region,Cohort,Country,Year,Species
ERR3411753,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3412102,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3440309,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3412087,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410930,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411895,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411636,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425323,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3439965,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425091,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3904349,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425564,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410777,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3904146,Drakenstein,Drakenstein,South Africa,2015,Moraxella catarrhalis
ERR3904389,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410734,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3412094,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410512,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411709,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411917,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425729,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410850,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3440253,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410551,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410632,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411712,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3439982,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3904287,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411776,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425204,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425167,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425455,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3440199,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3439971,Drakenstein,Drakenstein,South Africa,2015,Moraxella catarrhalis
ERR3904239,Drakenstein,Drakenstein,South Africa,2012,Moraxella catarrhalis
ERR3440128,Drakenstein,Drakenstein,South Africa,2012,Moraxella catarrhalis
ERR3904355,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425375,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410688,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3412013,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410427,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425617,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3904428,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3440184,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410568,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411703,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3412029,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411731,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410431,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411772,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410741,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410310,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3440055,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3904161,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410504,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3412031,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410275,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3904297,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3440268,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3440006,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3425313,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411604,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425639,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3904177,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3904214,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3440116,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3440137,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411686,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410271,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425567,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425399,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411780,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425206,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425454,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3440158,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410595,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410521,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410448,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3412119,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411774,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425215,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425201,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3412046,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3412096,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3440260,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3904178,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411962,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3412023,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3439942,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3412047,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3904446,Drakenstein,Drakenstein,South Africa,2015,Moraxella catarrhalis
ERR3904247,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425312,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411605,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411613,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411669,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411832,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411746,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411763,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425395,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3904234,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3904296,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3904317,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3439995,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425250,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3411826,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411645,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425386,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425507,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411777,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425214,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425231,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3439958,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3440203,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410422,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410463,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425387,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410471,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411761,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411778,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410316,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425512,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411915,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425597,Drakenstein,Drakenstein,South Africa,2015,Moraxella catarrhalis
ERR3904167,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3412016,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3440183,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410875,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3440211,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411662,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410430,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3904252,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3440025,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410386,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3440188,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3904318,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425162,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425234,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3412110,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410690,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410441,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425602,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3440167,Drakenstein,Drakenstein,South Africa,2015,Moraxella catarrhalis
ERR3411658,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411726,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425252,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3410938,Drakenstein,Drakenstein,South Africa,2015,Moraxella catarrhalis
ERR3410535,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3412024,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425327,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425392,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411006,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3412115,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411972,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3425503,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425505,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410314,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411735,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411760,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3412104,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425333,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3410478,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411896,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3412095,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411898,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425335,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3410307,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411620,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410802,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411835,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3904185,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410409,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410569,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425226,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411628,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411643,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411720,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411759,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3904184,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3439968,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410724,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425237,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3440064,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3410641,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411579,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3412179,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3440302,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410511,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411656,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411684,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3440235,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411725,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3440107,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411844,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425563,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3904429,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411921,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410330,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3410435,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3410903,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410462,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411897,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3904144,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411748,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425203,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425163,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3904316,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410935,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425648,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3425646,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410588,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410384,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410559,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411739,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3412118,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3440255,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3904126,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3412120,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425195,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3410972,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3440197,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3412048,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3410371,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425496,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3904211,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411029,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3904378,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411646,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411673,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410697,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410874,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411747,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425562,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3440037,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425397,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425235,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3904361,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425184,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410770,Drakenstein,Drakenstein,South Africa,2015,Moraxella catarrhalis
ERR3425319,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3904346,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410313,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411906,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410856,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3440102,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3439943,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425332,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425239,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3411618,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3412091,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411695,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411831,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3440316,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410276,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411789,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3440227,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3412112,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410894,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410859,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3904099,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3410714,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3411850,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3412093,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410404,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411688,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411722,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3440101,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425161,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3904350,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425401,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3425462,Drakenstein,Drakenstein,South Africa,2015,Moraxella catarrhalis
ERR3904189,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411648,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425325,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410491,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411779,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425228,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411843,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425177,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3440139,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3440237,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3410711,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3425256,Drakenstein,Drakenstein,South Africa,2015,Moraxella catarrhalis
ERR3410396,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410312,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411697,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411716,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411734,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411766,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425452,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3439944,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425236,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3904171,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410761,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410416,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425182,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3412038,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3904333,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3410614,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3425621,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3439959,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3410752,Drakenstein,Drakenstein,South Africa,2015,Moraxella catarrhalis
ERR3440159,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425445,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411663,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3440162,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411968,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3904098,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3904183,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3410335,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3440117,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425176,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3440108,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3410712,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3411714,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411733,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411790,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425207,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411909,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425233,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425166,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425232,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3411910,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3904405,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3425187,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3411842,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3425515,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3425178,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3410924,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3410703,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3410981,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3411014,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3410945,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
ERR3904406,Drakenstein,Drakenstein,South Africa,2015,Moraxella catarrhalis
ERR3967542,Drakenstein,Drakenstein,South Africa,2012,Moraxella catarrhalis
ERR3967472,Drakenstein,Drakenstein,South Africa,2012,Moraxella catarrhalis
ERR3967566,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967523,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967480,Drakenstein,Drakenstein,South Africa,2013,Moraxella catarrhalis
ERR3967569,Drakenstein,Drakenstein,South Africa,2014,Moraxella catarrhalis
