Sample,Isolate,Cohort,Country,Region,Year,Description,Species
SEANFDS10661749,PCV-C-1354-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661662,PCV-C-1354-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661670,PCV-C-1354-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661539,PCV-C-1357-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661547,PCV-C-1357-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662016,PCV-C-1358-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662024,PCV-C-1358-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662032,PCV-C-1358-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662255,PCV-C-1359-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662263,PCV-C-1359-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662271,PCV-C-1359-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662270,PCV-C-1360-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662278,PCV-C-1360-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661349,PCV-C-1360-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662690,PCV-C-1362-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662698,PCV-C-1362-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661154,PCV-C-1364-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661162,PCV-C-1364-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662427,PCV-C-1365-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662340,PCV-C-1365-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662739,PCV-C-1366-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662747,PCV-C-1366-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662814,PCV-C-1368-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662822,PCV-C-1368-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662721,PCV-C-1373-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662729,PCV-C-1373-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661572,PCV-C-1374-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661580,PCV-C-1374-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661588,PCV-C-1374-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662481,PCV-C-1377-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662489,PCV-C-1377-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661393,PCV-C-1381-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661401,PCV-C-1381-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661964,PCV-C-1383-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661972,PCV-C-1383-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661980,PCV-C-1383-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661237,PCV-C-1385-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661245,PCV-C-1385-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662865,PCV-C-1386-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662873,PCV-C-1386-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661106,PCV-C-1387-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661114,PCV-C-1387-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661122,PCV-C-1387-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661721,PCV-C-1388-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661729,PCV-C-1388-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661737,PCV-C-1388-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661231,PCV-C-1389-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661239,PCV-C-1389-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662520,PCV-C-1393-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661091,PCV-C-1397-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661099,PCV-C-1397-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662638,PCV-C-1398-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662646,PCV-C-1398-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662863,PCV-C-1399-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662871,PCV-C-1399-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661586,PCV-C-1402-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661594,PCV-C-1402-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662595,PCV-C-1403-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662603,PCV-C-1403-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661247,PCV-C-1407-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661255,PCV-C-1407-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662204,PCV-C-1408-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662212,PCV-C-1408-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662610,PCV-C-1410-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662618,PCV-C-1410-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662626,PCV-C-1412-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662634,PCV-C-1412-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661441,PCV-C-1413-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661449,PCV-C-1413-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661398,PCV-C-1416-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661406,PCV-C-1416-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661747,PCV-C-1417-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661755,PCV-C-1417-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661927,PCV-C-1418-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661943,PCV-C-1418-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662297,PCV-C-1419-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662305,PCV-C-1419-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662266,PCV-C-1420-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662274,PCV-C-1420-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662282,PCV-C-1420-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661423,PCV-C-1421-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661431,PCV-C-1421-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661439,PCV-C-1421-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662754,PCV-C-1422-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662762,PCV-C-1422-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662734,PCV-C-1431-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662742,PCV-C-1431-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661403,PCV-C-1432-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661411,PCV-C-1432-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662541,PCV-C-1436-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662549,PCV-C-1436-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661728,PCV-C-1437-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661736,PCV-C-1437-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662736,PCV-C-1442-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662744,PCV-C-1442-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662250,PCV-C-1445-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662258,PCV-C-1445-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661156,PCV-C-1447-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661164,PCV-C-1447-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661172,PCV-C-1447-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661205,PCV-C-1449-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661213,PCV-C-1449-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662627,PCV-C-1453-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662635,PCV-C-1453-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661253,PCV-C-1454-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661261,PCV-C-1454-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661418,PCV-C-1455-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661426,PCV-C-1455-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662220,PCV-C-1458-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662228,PCV-C-1458-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661421,PCV-C-1464-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661429,PCV-C-1464-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662119,PCV-C-1465-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662127,PCV-C-1465-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662135,PCV-C-1465-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661330,PCV-C-1466-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661338,PCV-C-1466-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661097,PCV-C-1467-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661105,PCV-C-1467-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662303,PCV-C-1469-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662311,PCV-C-1469-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662354,PCV-C-1473-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662362,PCV-C-1473-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662459,PCV-C-1477-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662877,PCV-C-1479-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662885,PCV-C-1479-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661641,PCV-C-1480-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661649,PCV-C-1480-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661701,PCV-C-1482-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661709,PCV-C-1482-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661717,PCV-C-1482-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661742,PCV-C-1483-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661750,PCV-C-1483-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661663,PCV-C-1483-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661170,PCV-C-1485-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661178,PCV-C-1485-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661744,PCV-C-1486-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661752,PCV-C-1486-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661849,PCV-C-1487-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661762,PCV-C-1487-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661770,PCV-C-1487-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661654,PCV-C-1488-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661567,PCV-C-1488-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661129,PCV-C-1489-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661137,PCV-C-1489-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662784,PCV-C-1491-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662792,PCV-C-1491-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661379,PCV-C-1494-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661387,PCV-C-1494-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661395,PCV-C-1494-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661911,PCV-C-1495-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661919,PCV-C-1495-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661846,PCV-C-1496-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661759,PCV-C-1496-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661767,PCV-C-1496-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662643,PCV-C-1497-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662651,PCV-C-1497-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661955,PCV-C-1499-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661963,PCV-C-1499-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661388,PCV-C-1500-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661396,PCV-C-1500-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662291,PCV-C-1502-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662299,PCV-C-1502-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662051,PCV-C-1503-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662059,PCV-C-1503-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662272,PCV-C-1506-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662280,PCV-C-1506-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662288,PCV-C-1506-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661645,PCV-C-1507-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661653,PCV-C-1507-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661763,PCV-C-1509-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661771,PCV-C-1509-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661225,PCV-C-1510-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661233,PCV-C-1510-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661951,PCV-C-1511-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661959,PCV-C-1511-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10661967,PCV-C-1511-3,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662702,PCV-C-1513-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662710,PCV-C-1513-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662226,PCV-C-1515-1,Cambodia,Cambodia,Ankor,2019,Mixed bacteria from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662234,PCV-C-1515-2,Cambodia,Cambodia,Ankor,2019,Moraxella catarrhalis from nasopharyngeal swab,Nasopharyngeal bacteria
SEANFDS10662663,PCV-C-1518-2,Cambodia,Cambodia,Ankor,2019,Haemophilus influenzae from nasopharyngeal swab,Nasopharyngeal bacteria
